1.538064000000000098e+00,1.539728999999999903e+00,1.601413999999999893e+00,1.423065000000000024e+00,1.456673000000000107e+00,1.501128999999999936e+00,1.536299000000000081e+00,1.350117000000000012e+00,1.344767000000000046e+00,1.397901999999999978e+00,1.320157999999999943e+00,1.188428000000000040e+00,1.221524999999999972e+00,1.135148000000000046e+00,1.288999999999999924e+00,1.220479000000000092e+00,1.176058999999999966e+00,1.096629999999999994e+00,1.167928000000000077e+00,1.128370000000000095e+00,1.092427000000000037e+00,1.115852999999999984e+00,1.054243999999999959e+00,1.187183000000000099e+00,1.040464000000000055e+00,1.007954000000000017e+00,1.121574000000000071e+00,9.841469999999999940e-01,1.023539999999999894e+00,1.009335000000000093e+00,9.814629999999999743e-01,1.019511000000000056e+00,9.156900000000000039e-01,1.014820999999999973e+00,9.932889999999999775e-01,9.190479999999999761e-01,8.955140000000000322e-01,9.481140000000000123e-01,9.098920000000000341e-01,9.001660000000000217e-01,9.136109999999999509e-01,8.652410000000000379e-01,9.154459999999999820e-01,8.614399999999999835e-01,8.716120000000000534e-01,9.071839999999999904e-01,8.655969999999999498e-01,8.379520000000000302e-01,9.173029999999999795e-01,8.733100000000000307e-01,8.584760000000000169e-01,8.560210000000000319e-01,8.058629999999999960e-01,8.485260000000000025e-01,8.189809999999999590e-01,7.974580000000000002e-01,7.697699999999999543e-01,7.860249999999999737e-01
8.007760000000000433e-01,7.909709999999999797e-01,8.095069999999999766e-01,8.076429999999999998e-01,7.761789999999999523e-01,7.878549999999999720e-01,7.948840000000000350e-01,7.654320000000000013e-01,7.811660000000000270e-01,7.531619999999999981e-01,7.711109999999999909e-01,7.564170000000000060e-01,7.499639999999999640e-01,7.441830000000000389e-01,7.325460000000000305e-01,7.491900000000000226e-01,7.510040000000000049e-01,7.243960000000000399e-01,7.501299999999999635e-01,7.515100000000000113e-01,7.333079999999999599e-01,7.458190000000000097e-01,7.299480000000000413e-01,7.257799999999999807e-01,7.247090000000000476e-01,7.470869999999999456e-01,7.082129999999999814e-01,7.274080000000000545e-01,7.142300000000000315e-01,7.042169999999999819e-01,7.048200000000000021e-01,7.106000000000000094e-01,6.952070000000000194e-01,6.875830000000000553e-01,7.034909999999999775e-01,6.950110000000000454e-01,7.074970000000000425e-01,6.949159999999999782e-01,7.051079999999999570e-01,6.979229999999999601e-01,6.927470000000000017e-01,6.977210000000000356e-01,6.802139999999999853e-01,7.058309999999999862e-01,6.900840000000000307e-01,6.708990000000000231e-01,6.852249999999999730e-01,6.791899999999999604e-01,6.747269999999999657e-01,6.781620000000000426e-01,6.745449999999999502e-01,6.590960000000000152e-01,6.716280000000000028e-01,6.575790000000000246e-01,6.632740000000000302e-01,6.830019999999999980e-01,6.565239999999999965e-01,6.669899999999999718e-01
6.529930000000000456e-01,6.539760000000000018e-01,6.625659999999999883e-01,6.568659999999999499e-01,6.836119999999999974e-01,6.533139999999999503e-01,6.480089999999999462e-01,6.620470000000000521e-01,6.556800000000000406e-01,6.541369999999999685e-01,6.592350000000000154e-01,6.404100000000000348e-01,6.382069999999999688e-01,6.385480000000000045e-01,6.459120000000000417e-01,6.405600000000000183e-01,6.241780000000000106e-01,6.432339999999999725e-01,6.397730000000000361e-01,6.300989999999999647e-01,6.411400000000000432e-01,6.335190000000000543e-01,6.270449999999999635e-01,6.269339999999999913e-01,6.150529999999999609e-01,6.158890000000000198e-01,6.221790000000000376e-01,6.265849999999999476e-01,6.257989999999999942e-01,6.197660000000000391e-01,6.082459999999999534e-01,6.143760000000000332e-01,6.252250000000000307e-01,6.229630000000000445e-01,6.180649999999999755e-01,6.065089999999999648e-01,6.089299999999999713e-01,6.151729999999999698e-01,6.096439999999999637e-01,6.056319999999999482e-01,5.940459999999999630e-01,6.098139999999999672e-01,5.977660000000000196e-01,6.119879999999999765e-01,6.025549999999999518e-01,5.889469999999999983e-01,6.006620000000000292e-01,5.965559999999999752e-01,5.998630000000000351e-01,5.914880000000000138e-01,5.839760000000000506e-01,5.960879999999999512e-01,5.925489999999999924e-01,5.894399999999999640e-01,5.884019999999999806e-01,5.915660000000000363e-01,5.750680000000000236e-01,5.736430000000000140e-01
5.768090000000000162e-01,5.700220000000000287e-01,5.824209999999999665e-01,5.747579999999999911e-01,5.717710000000000292e-01,5.649910000000000210e-01,5.572979999999999601e-01,5.580370000000000053e-01,5.842730000000000423e-01,5.657579999999999831e-01,5.675449999999999662e-01,5.495520000000000405e-01,5.520939999999999737e-01,5.667459999999999720e-01,5.580789999999999917e-01,5.664829999999999588e-01,5.647489999999999455e-01,5.658579999999999721e-01,5.489060000000000050e-01,5.646630000000000260e-01,5.415389999999999926e-01,5.472420000000000062e-01,5.626360000000000250e-01,5.397450000000000303e-01,5.295140000000000402e-01,5.270569999999999977e-01,5.609140000000000237e-01,5.477370000000000294e-01,5.327830000000000066e-01,5.236389999999999656e-01,5.175549999999999873e-01,5.204130000000000145e-01,5.296659999999999702e-01,5.257169999999999899e-01,5.512650000000000050e-01,5.179000000000000270e-01,5.207060000000000022e-01,5.075800000000000312e-01,5.302630000000000399e-01,5.321420000000000039e-01,5.277030000000000332e-01,5.044929999999999692e-01,4.881369999999999876e-01,5.099479999999999569e-01,5.250909999999999744e-01,4.686899999999999955e-01,4.807960000000000012e-01,5.011689999999999756e-01,5.082839999999999581e-01,4.736029999999999962e-01,4.882870000000000266e-01,4.842739999999999823e-01,4.885740000000000083e-01,4.784019999999999939e-01,4.812580000000000191e-01,4.674139999999999961e-01,4.947650000000000103e-01,4.815969999999999973e-01
4.814809999999999923e-01,4.554630000000000067e-01,4.553579999999999850e-01,4.690549999999999997e-01,4.735809999999999742e-01,4.598470000000000057e-01,4.561740000000000239e-01,4.488380000000000147e-01,4.550409999999999733e-01,4.468559999999999754e-01,4.374299999999999855e-01,4.532399999999999762e-01,4.496899999999999786e-01,4.417360000000000175e-01,4.297239999999999949e-01,4.396370000000000000e-01,4.306659999999999933e-01,4.455520000000000036e-01,4.142850000000000144e-01,4.818270000000000053e-01,4.473869999999999791e-01,4.192009999999999903e-01,4.110739999999999950e-01,4.642800000000000260e-01,4.252589999999999981e-01,4.397010000000000085e-01,4.056890000000000218e-01,3.971290000000000098e-01,4.169100000000000028e-01,4.065969999999999862e-01,4.233810000000000073e-01,4.169479999999999853e-01,4.186099999999999821e-01,4.138319999999999776e-01,3.828219999999999956e-01,4.198939999999999895e-01,3.747989999999999933e-01,3.796820000000000195e-01,3.981160000000000254e-01,3.725470000000000170e-01,4.189430000000000098e-01,3.878619999999999846e-01,3.682650000000000090e-01,3.965239999999999876e-01,3.638680000000000248e-01,3.908389999999999920e-01,3.769589999999999885e-01,3.593189999999999995e-01,3.698270000000000168e-01,3.627949999999999786e-01,4.093680000000000097e-01,3.713969999999999771e-01,3.580079999999999929e-01,3.676630000000000176e-01,3.830640000000000156e-01,3.345879999999999965e-01,3.308450000000000002e-01,3.704899999999999860e-01
3.765640000000000098e-01,3.364630000000000121e-01,3.420949999999999824e-01,3.397890000000000077e-01,3.077790000000000248e-01,3.259340000000000015e-01,3.316109999999999891e-01,3.666110000000000202e-01,3.122010000000000063e-01,3.192369999999999930e-01,3.127130000000000187e-01,3.328980000000000272e-01,3.301910000000000123e-01,3.039600000000000080e-01,3.421319999999999917e-01,3.187059999999999893e-01,3.511230000000000184e-01,3.102949999999999875e-01,3.276760000000000228e-01,2.805719999999999881e-01,2.976429999999999909e-01,2.852589999999999848e-01,2.875460000000000238e-01,3.172010000000000107e-01,2.878859999999999753e-01,3.054209999999999980e-01,2.814610000000000167e-01,2.790099999999999802e-01,2.741080000000000183e-01,2.693980000000000263e-01,2.933339999999999836e-01,2.963350000000000151e-01,2.482209999999999972e-01,3.220899999999999874e-01,2.640469999999999762e-01,2.780259999999999954e-01,3.046749999999999736e-01,2.644770000000000176e-01,3.027900000000000036e-01,2.655810000000000115e-01,2.576109999999999789e-01,2.823899999999999744e-01,2.448009999999999908e-01,2.301300000000000012e-01,2.454669999999999908e-01,2.249659999999999993e-01,2.408250000000000113e-01,2.877600000000000158e-01,2.626200000000000201e-01,2.538119999999999821e-01,2.525229999999999975e-01,2.942190000000000083e-01,3.244190000000000129e-01,2.682700000000000085e-01,2.162290000000000045e-01,2.538150000000000128e-01,2.801549999999999874e-01,2.462179999999999924e-01
2.446059999999999901e-01,2.574930000000000274e-01,2.401000000000000079e-01,2.682249999999999912e-01,2.574589999999999934e-01,2.369650000000000090e-01,2.084739999999999926e-01,2.626080000000000081e-01,2.540410000000000168e-01,1.903390000000000082e-01,2.190080000000000082e-01,2.065460000000000074e-01,2.338870000000000116e-01,2.725509999999999877e-01,2.107739999999999891e-01,2.114290000000000058e-01,2.232879999999999865e-01,2.065809999999999869e-01,2.022629999999999983e-01,2.277830000000000132e-01,2.477040000000000075e-01,2.130950000000000066e-01,2.504339999999999899e-01,1.898779999999999912e-01,2.446309999999999873e-01,2.293800000000000006e-01,2.177290000000000059e-01,1.913289999999999991e-01,1.734660000000000091e-01,2.092910000000000048e-01,1.829999999999999960e-01,2.325770000000000060e-01,2.025879999999999903e-01,2.107070000000000054e-01,2.387390000000000068e-01,1.850759999999999905e-01,1.883650000000000047e-01,1.506800000000000084e-01,1.994630000000000014e-01,2.179369999999999918e-01,2.468660000000000021e-01,1.915489999999999970e-01,2.066439999999999944e-01,1.935159999999999936e-01,1.737209999999999865e-01,1.687099999999999989e-01,2.408689999999999998e-01,1.813639999999999974e-01,1.829629999999999868e-01,1.552099999999999869e-01,2.167290000000000050e-01,1.596400000000000041e-01,1.651680000000000093e-01,1.685989999999999989e-01,2.503009999999999957e-01,2.026139999999999886e-01,1.689920000000000033e-01,1.664380000000000026e-01
2.288860000000000061e-01,1.863730000000000109e-01,1.977160000000000029e-01,1.541269999999999862e-01,1.583970000000000100e-01,1.905320000000000069e-01,1.672349999999999948e-01,1.668270000000000031e-01,1.737499999999999878e-01,1.758889999999999898e-01,1.618809999999999971e-01,1.594579999999999886e-01,1.611779999999999879e-01,1.696789999999999965e-01,1.982460000000000055e-01,1.276970000000000049e-01,1.273100000000000065e-01,1.667289999999999883e-01,2.328340000000000132e-01,1.716479999999999950e-01,1.777729999999999866e-01,1.836270000000000124e-01,2.176909999999999956e-01,1.965939999999999910e-01,1.577089999999999881e-01,1.434120000000000117e-01,1.648880000000000068e-01,1.956150000000000111e-01,1.381259999999999988e-01,2.057239999999999902e-01,2.166919999999999957e-01,1.621519999999999906e-01,1.590650000000000119e-01,1.808559999999999890e-01,2.279370000000000007e-01,1.599279999999999868e-01,1.704340000000000022e-01,1.525549999999999962e-01,1.391129999999999867e-01,2.619279999999999942e-01,1.575350000000000084e-01,1.563539999999999930e-01,1.777799999999999936e-01,2.198350000000000026e-01,1.740599999999999925e-01,1.870229999999999948e-01,1.609389999999999987e-01,1.872219999999999995e-01,1.565690000000000137e-01,2.315290000000000126e-01,1.483049999999999924e-01,1.471459999999999990e-01,1.590219999999999967e-01,1.291229999999999878e-01,1.612810000000000077e-01,1.985359999999999903e-01,1.682569999999999899e-01,1.545279999999999987e-01
1.848259999999999903e-01,2.021519999999999984e-01,2.362559999999999938e-01,1.653729999999999922e-01,1.389690000000000092e-01,2.427439999999999876e-01,1.524770000000000014e-01,1.507689999999999864e-01,1.320909999999999862e-01,1.681159999999999877e-01,1.753800000000000081e-01,1.939490000000000103e-01,1.542600000000000082e-01,1.598700000000000121e-01,1.684950000000000059e-01,1.446220000000000006e-01,1.333249999999999991e-01,1.545759999999999912e-01,1.505080000000000029e-01,1.345359999999999889e-01,1.471770000000000023e-01,1.450869999999999937e-01,1.380959999999999965e-01,1.519709999999999950e-01,1.210380000000000067e-01,1.643729999999999913e-01,1.903620000000000034e-01,1.537290000000000045e-01,1.272600000000000120e-01,1.206480000000000052e-01,1.213280000000000053e-01,1.520720000000000127e-01,1.391630000000000089e-01,1.539280000000000093e-01,1.201580000000000009e-01,1.609079999999999955e-01,1.704759999999999887e-01,1.741679999999999895e-01,1.559020000000000128e-01,1.268799999999999928e-01,1.459370000000000112e-01,2.002140000000000031e-01,1.422239999999999893e-01,1.627939999999999943e-01,1.748230000000000062e-01,1.780849999999999933e-01,1.467680000000000096e-01,1.317629999999999912e-01,1.577580000000000093e-01,1.565120000000000122e-01,1.477610000000000035e-01,1.917989999999999973e-01,1.552260000000000029e-01,1.484709999999999919e-01,1.296829999999999927e-01,1.586559999999999915e-01,1.820249999999999924e-01,1.286180000000000101e-01
1.419519999999999949e-01,1.516649999999999943e-01,1.658459999999999934e-01,1.326430000000000109e-01,1.646690000000000098e-01,1.626160000000000105e-01,1.159670000000000006e-01,1.277929999999999899e-01,1.428250000000000075e-01,1.696149999999999880e-01,1.348920000000000119e-01,1.652200000000000057e-01,1.343030000000000057e-01,1.565130000000000132e-01,1.138500000000000068e-01,1.482350000000000056e-01,1.266740000000000088e-01,1.515370000000000050e-01,1.441810000000000036e-01,1.501540000000000097e-01,1.408169999999999977e-01,1.285999999999999921e-01,1.263789999999999913e-01,1.598690000000000111e-01,1.340010000000000090e-01,1.876909999999999967e-01,1.528629999999999989e-01,1.549810000000000076e-01,1.528869999999999951e-01,1.405299999999999883e-01,1.153850000000000015e-01,1.293489999999999918e-01,1.452360000000000040e-01,2.061030000000000084e-01,1.762839999999999963e-01,1.403669999999999918e-01,1.707100000000000006e-01,1.356350000000000056e-01,1.346070000000000044e-01,1.407170000000000087e-01,1.217649999999999982e-01,1.766749999999999987e-01,1.387849999999999917e-01,1.743820000000000092e-01,1.302699999999999969e-01,1.691350000000000076e-01,1.288900000000000046e-01,1.175940000000000041e-01,1.118989999999999985e-01,1.491010000000000113e-01,9.848300000000000110e-02,1.251549999999999885e-01,1.129020000000000024e-01,1.410379999999999967e-01,1.317220000000000057e-01,1.461320000000000119e-01,1.150150000000000061e-01,1.186439999999999995e-01
